id,naslov,cena,velikost,leto,nadstropje,prodajalec,opis
6061566,"FUŽINE, ARCHINETOVA",107000.00,38.10,1985,P,Feniks nepremiènine d.o.o.,"38,1 m2, 1-sobno, zgrajeno l. 1985, P/4 nad., odlièna lokacija z vso infrastrukturo v neposredni bližini, s pokrito tera..."
6054563,"FUŽINE, ATRIJ",107000.00,38.10,1985,VP,Zasebna ponudba,"38,1 m2, 1-sobno, zgrajeno l. 1985, adaptirano l. 2011, VP/4 nad., atrij, nizek blok, mirna lega, bližina mesta in obvoz..."
5994751,"TOMAÈEVO, BTC BEŽIGRAD",107000.00,150.00,1976,P+1,Zasebna ponudba,"150 m2, 5 in veèsobno, zgrajeno l. 1976, adaptirano l. 2012, 240 m2 zemljišèa, P+1, delno prenovljeno, dobra lokacija, w..."
6057910,"LJ. BEŽIGRAD, BS 3",106000.00,46.00,1982,9,Mernet d.o.o.,"46 m2, 2-sobno, zgrajeno l. 1982, adaptirano l. 2007, 9/14 nad., prodamo. Cena: 106.000,00 EUR"
6050179,LJ. CENTER,105000.00,43.50,1972,3,MESTO NEPREMIÈNIN d.o.o.,"43,5 m2, 1-sobno, zgrajeno l. 1972, adaptirano l. 2005, 3/3 nad., prikupno, delno opremljeno, primerno za mlad par, v bl..."
6055572,"LJ. ŠIŠKA, PRI KOSEŠKI TRŽNICI",105000.00,44.00,1972,3,ALEA nepremièninska družba d.o.o.,"44 m2, 1-sobno, zgrajeno l. 1972, adaptirano l. 2005, 3/3 nad., lepo enosobno stanovanje z loèenim spalnim delom na mirn..."
5797957,"BROD, TACENSKE BRZICE",105000.00,45.82,2009,2,"REMAX Vogal, Nepremièninska družba, d.o.o.","45,82 m2, 1-sobno, novogradnja - zgr. l. 2009, 2/3 nad., Na èudoviti lokaciji obdani z naravo, s pogledom na naravo z br..."
5786406,TACEN,105000.00,58.29,2009,1,"REMAX Vogal, Nepremièninska družba, d.o.o.","58,29 m2, 2-sobno, novogradnja - zgr. l. 2009, 1. nad., Na èudoviti lokaciji obdani z naravo s pogledom na naravo z brzi..."
5929561,ÈRNUÈE,105000.00,38.00,1975,4,DVOREC POSREDNIŠKA HIŠA d.o.o.,"38 m2, 1-sobno, zgrajeno l. 1975, adaptirano l. 2009, 4/5 nad., Sonèno, predelano v 1,5 sobno. balkon, možen dokup vrta,..."
6060659,"LJ. CENTER, MED TROMOSTOVJEM IN TIVOLIJEM",105000.00,37.60,2000,3,Zasebna ponudba,"37,6 m2, 1-sobno, adaptirano l. 2000, 3. nad., 32,4 m2 bivalne površine, strogi center, stara mešèanska hiša, visoki str..."
6044826,LJ. CENTER,105000.00,27.00,1900,P,Zasebna ponudba,"27 m2, garsonjera, zgrajena l. 1900, adaptirana l. 2015, pritlièje, Popolnoma prenovljena èrno - bela Garsonjera v centr..."
6054839,"LJ. ŠIŠKA, ADAMIÈEVA",105000.00,42.00,1972,3,Zasebna ponudba,"42 m2, 1-sobno, zgrajeno l. 1972, 3/3 nad., lepo ohranjeno stanovanje, primerno za vselitev. Popolnoma obnovljeno 2005 (..."
6049966,"LJ. VIÈ, BONIFACIJA",105000.00,65.00,1975,1,Zasebna ponudba,"65 m2, 2-sobno, zgrajeno l. 1975, 1/1 nad., Stanovanje v hiši, loèen vhod, velik balkon, parkirišèe pred hišo, centalna ..."
6050855,LJ. VIÈ,105000.00,46.00,1972,3,Mreža nepremiènin d.o.o.,"46 m2, 1-sobno, zgrajeno l. 1972, adaptirano l. 2005, 3/3 nad., prodamo. Cena: 105.000,00 EUR"
6059911,ÈRNUÈE,105000.00,45.90,1982,9,Mreža nepremiènin d.o.o.,"45,9 m2, 1,5-sobno, zgrajeno l. 1982, adaptirano l. 2006, 9/14 nad., prodamo. Cena: 105.000,00 EUR"
6049571,"LJ. BEŽIGRAD, ÈRNUÈE",104900.00,44.40,1980,VP,MESTO NEPREMIÈNIN d.o.o.,"44,4 m2, 1-sobno, zgrajeno l. 1980, adaptirano l. 2001, VP/12 nad., odlièno ohranjeno, prostorno in opremljeno, prodamo...."
6059000,ÈRNUÈE,104900.00,46.60,1980,VP,Rojal invest d.o.o.,"46,6 m2, 1-sobno, zgrajeno l. 1980, visoko pritlièje, prodamo. Cena: 104.900,00 EUR"
6061560,ÈRNUÈE,104900.00,44.40,1981,VP,Feniks nepremiènine d.o.o.,"44,4 m2, 1-sobno, zgrajeno l. 1981, adaptirano l. 2000, VP/12 nad., na mirnem delu s pogledom na otroško igrišèe, z vso ..."
5986682,ÈRNUÈE,104900.00,44.40,1981,VP,Zasebna ponudba,"44,4 m2, 1-sobno, zgrajeno l. 1981, adaptirano l. 2000, VP/12 nad., polno opremljeno, balkon, neposredna bližina LPP, tr..."
6051535,ÈRNUÈE,104900.00,45.00,1981,VP,Mreža nepremiènin d.o.o.,"45 m2, 1-sobno, zgrajeno l. 1981, adaptirano l. 2000, VP/12 nad., prodamo. Cena: 104.900,00 EUR"
6054676,"ÈRNUÈE, KUPEC NE PLAÈA PROVIZIJE",104900.00,46.60,1980,VP,"Agenti Celje, AŽ&MB Nerad d.o.o.","46,6 m2, 1-sobno, zgrajeno l. 1980, adaptirano l. 2001, VP/12 nad., brez provizije za kupca, prodamo. Cena: 104.900,00 E..."
6035352,"LJ. VIÈ, ANTONOV TRG",100000.00,37.57,2006,3,Pun nepremiènine d.o.o.,"37,57 m2, garsonjera, zgrajena l. 2006, 3/3 nad., funkcionalna, popolnoma opremljena, balkon, lastna peè, svoji števci, ..."
6033622,"LJ. BEŽIGRAD, LINHARTOVA CESTA",100000.00,68.20,1937,PK,"Abstract nepremiènine, Igor Kerin s.p.","68,2 m2, 2-sobno, zgrajeno l. 1937, PK/2 nad., v polkleti mešèanske vile na izjemni lokaciji, uporabne površine 39,4 m2,..."
5598092,VEVÈE,100000.00,80.50,1900,1,D5 invest d.o.o.,"80,5 m2, 2-sobno, zgrajeno l. 1900, 1/2 nad., Prodamo VELIKO 2-sobno stanovanje, visoki stropovi, trenutno imajo še grez..."
6010372,"LJ. VIÈ, TRŽAŠKA CESTA",100000.00,35.00,2006,3,Zasebna ponudba,"35 m2, garsonjera, zgrajena l. 2006, 3/3 nad., Na Tržaški cesti na Vièu prodamo zelo prijetno garsonjero z balkonom. Odl..."
6039320,"LJ. MOSTE, BLIŽINA UKC",99000.00,47.00,1927,1,Pogodba nepremiènine in pravno svetovanje d.o.o.,"47 m2, 1-sobno, zgrajeno l. 1927, adaptirano l. 2006, 1/2 nad., lepo in zelo svetlo stanovanje, ki obsega predprostor, k..."
6029758,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",99000.00,71.20,1961,P,Rojal invest d.o.o.,"71,2 m2, 2-sobno, v stavbi zgrajeni l. 1961, pritlièje, prodamo. Cena: 99.000,00 EUR"
6051928,"LJ. BEŽIGRAD, BS3",99000.00,40.00,1982,15,MESTO NEPREMIÈNIN d.o.o.,"40 m2, 1,5-sobno, zgrajeno l. 1982, adaptirano l. 2006, 15/16 nad., s prijetnim razgledom in možnostjo parkiranja za zap..."
6056870,LJ. BEŽIGRAD,99000.00,52.00,1939,PK,MESTO NEPREMIÈNIN d.o.o.,"52 m2, 2,5-sobno, zgrajeno l. 1939, adaptirano l. 2006, PK/4 nad., prostorno stanovanje v bližini centra mesta, prodamo...."
6059838,LJ. ŠIŠKA,99000.00,54.00,1906,M,Roni nepremiènine d.o.o.,"54 m2, 2-sobno, zgrajeno l. 1906, adaptirano l. 1995, mansarda, bližina parka tivoli in stare cerkve, prodamo. Cena: 99...."
6058135,LJ. ŠIŠKA,99000.00,66.00,1933,VP,Eventum d.o.o.,"66 m2, 2-sobno, zgrajeno l. 1933, adaptirano l. 2012, 40 m2 zemljišèa, VP/2 nad., pod Šišenskim hribom, blizu Mosteca - ..."
6011790,VIŽMARJE,99000.00,43.60,2006,1,Zasebna ponudba,"43,6 m2, 1-sobno, zgrajeno l. 2006, 1/3 nad., lastno parkirno mesto v garaži, shramba, takoj vsiljivo, ZK urejeno, proda..."
6011278,"LJ. ŠIŠKA, ZGORNJA",98500.00,41.30,1960,P,MESTO NEPREMIÈNIN d.o.o.,"41,3 m2, 1,5-sobno, zgrajeno l. 1960, adaptirano l. 2014, P/4 nad., adaptirano, svetlo, odlièna lokacija, prodamo. Cena:..."
6057764,VEVÈE,98000.00,58.20,2010,M,Viping d.o.o.,"58,2 m2, 2-sobno, adaptirano l. 2010, M/2 nad., V vecstanovanjski hisi, obnovljena streha in fasada, blizina Lpp, trgovi..."
6060804,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠÈAD",98000.00,41.00,1978,8,REGROUP d.o.o.,"41 m2, 1,5-sobno, zgrajeno l. 1978, adaptirano l. 2011, 8/12 nad., svetlo popolnoma sodobno opremljeno funkcionalno stan..."
6045453,"LJ. CENTER, BEETHOVNOVA ULICA, POLKLETNO",98000.00,63.00,1927,PK,Zasebna ponudba,"63 m2, 2-sobno, zgrajeno l. 1927, polklet, v urejeni mešèanski stavbi nasproti parlamenta, potrebno prenove, vpisano v z..."
6053699,LJ. ŠIŠKA,96700.00,51.80,2009,4,"Stoja trade, d.o.o., Ljubljana","51,8 m2, 2-sobno, zgrajeno l. 2009, 4. nad., Šifra stanovanja: 1D4N-146 Na odlièni lokaciji v Šiški prodamo 2-sobno stan..."
6059818,"LJ. BEŽIGRAD, PARMOVA CESTA",96000.00,52.90,1940,PK,ARS-T d.o.o.,"52,9 m2, 2,5-sobno, zgrajeno l. 1940, PK/4 nad., odlièna lokacija, ugodna priložnost za nakup, 2,5 sobno,  52,9 m2 bruto..."
6056424,LJ. BEŽIGRAD,96000.00,52.00,1940,PK,Mreža nepremiènin d.o.o.,"52 m2, 1,5-sobno, zgrajeno l. 1940, adaptirano l. 2006, PK/4 nad., prodamo. Cena: 96.000,00 EUR"
6060314,"LJ. MOSTE, ŠTEPANJSKO NASELJE",94900.00,40.80,1976,1,Feniks nepremiènine d.o.o.,"40,8 m2, 1-sobno, zgrajeno l. 1976, adaptirano l. 2014, 1/13 nad., na zelo dobri lokaciji blizu obrežja Ljubljanice, zel..."
6016590,"LJ. MOSTE, ZALOG",94000.00,53.30,2007,1,Lares nepremièninska družba d.o.o.,"53,3 m2, 2-sobno, zgrajeno l. 2007, 1. nad., Stanovanje predstavlja del 1. nadstropja stanovanjske hiše v Zalogu. Ima la..."
6058170,"ÈRNUŠKA GMAJNA, POLANŠKOVA ULICA",94000.00,44.40,1988,3,Zasebna ponudba,"44,4 m2, 1-sobno, zgrajeno l. 1988, 3/3 nad., zahodna lega, mirna lokacija, ZK vpisano, bremen prosto, delno opremljeno,..."
6010176,"LJ. MOSTE, ŠTEPANJSKO NASELJE",92000.00,37.43,1975,VP,MESTO NEPREMIÈNIN d.o.o.,"37,43 m2, 1-sobno, zgrajeno l. 1975, VP/4 nad., svetlo, delno obnovljeno, prodamo. Cena: 92.000,00 EUR"
6046169,"TRNOVO, TRNOVSKI PRISTAN",92000.00,35.00,1918,P,Zasebna ponudba,"35 m2, 1,5-sobno, zgrajeno l. 1918, adaptirano l. 2005, P/1 nad., prodamo. Cena: 92.000,00 EUR"
6054557,ÈRNUÈE,92000.00,35.40,1988,2,Zasebna ponudba,"35,4 m2, 1-sobno, zgrajeno l. 1988, 2/5 nad., CK, mestni plin, balkon, dvigalo, KTV, internet, parkirišèe, otroško igriš..."
5914852,"LJ. ŠIŠKA, ZGORNJA",91000.00,91.00,1940,PK,LJUBLJANA NEPREMIÈNINE d.o.o.,"91 m2, 3-sobno, zgrajeno l. 1940, adaptirano l. 1995, polklet, ; prostorno trisobno polkletno stanovanje, dobra cena in ..."
6043043,"LJ. MOSTE, ZALOŠKA CESTA",90000.00,50.00,1912,3,Kristal nepremiènine d.o.o.,"50 m2, 2,5-sobno, zgrajeno l. 1912, adaptirano l. 2006, 3/3 nad., prodamo. Cena: 90.000,00 EUR"
6055731,ÈRNUÈE,90000.00,58.00,1900,P,Roni nepremiènine d.o.o.,"58 m2, 2,5-sobno, zgrajeno l. 1900, adaptirano l. 1997, P/1 nad., Prijetno 2,5 stanovanje s funkcionalno razporeditvijo ..."
6054057,LJ. ŠIŠKA,90000.00,38.10,2011,VP,"STAN nepremiènine d.o.o., Ljubljana","38,1 m2, 1-sobno, adaptirano l. 2011, visoko pritlièje, posredujemo pri prodaji 1-sobnega stanovanja, ki je preurejeno v..."
6040067,"LJ. ŠIŠKA, TUGOMERJEVA",90000.00,38.10,2011,VP,"Vifras d.o.o., nepremiènine","38,1 m2, 1-sobno, adaptirano l. 2011, VP/3 nad., Lepo prenovljeno eno sobno stanovanje predelano v eno in pol sobno, spa..."
6058100,LJ. BEŽIGRAD,90000.00,36.40,1969,3,MESTO NEPREMIÈNIN d.o.o.,"36,4 m2, 1-sobno, zgrajeno l. 1969, 3/4 nad., prostorno in svetlo stanovanje, primerno za investicijo, prodamo. Cena: 90..."
6058870,"LJ. BEŽIGRAD, ODLICNA LOKACIJA",90000.00,38.00,1969,3,"MA - nepremièninska družba, Marko Aliè s.p.","38 m2, 1-sobno, zgrajeno l. 1969, 3/4 nad., Stanovanje se nahaja v neposredni blizini centra kot tudi nakupovalnega sred..."
6059059,"LJ. BEŽIGRAD, ÈRTOMIROVA UL.",90000.00,37.80,1969,3,Svet RE d.o.o.,"37,8 m2, 1-sobno, zgrajeno l. 1969, 3/4 nad., LJUBLJANA, Bežigrad ; posredujemo pri prodaji eno sobnega opremljenega sta..."
5962792,"BROD, ODLIÈNA LOKACIJA",90000.00,38.10,1964,VP,"Nepremiènine M8, Lea Kavaliè s.p.","38,1 m2, 1,5-sobno, zgrajeno l. 1964, VP/4 nad., V prijetnem, mirnem in zelenem naselju med Derèevo in Celovško cesto pr..."
6054533,"SAVSKO NASELJE, BEŽIGRAD",90000.00,32.00,1958,5,Zasebna ponudba,"32 m2, 1-sobno, v stavbi zgrajeni l. 1958, adaptirano l. 2011, 5/5 nad., prodam z novim pohištvom opremljeno prijetno st..."
6058379,"LJ. MOSTE, ZADOBROVA, CESTA NA JEŽAH",90000.00,63.00,2010,P,Zasebna ponudba,"63 m2, 1-sobno, adaptirano l. 2010, 129 m2 zemljišèa, P/P, 42 m2 stanovanjske površine +kurilnica in garaža=63 m2, CK na..."
6036552,"LJ. ŠIŠKA, TRG KOMANDANTA STANETA",89000.00,42.00,1973,VP,ALEA nepremièninska družba d.o.o.,"42 m2, 1-sobno, zgrajeno l. 1973, VP/5 nad., stanovanje se nahaja v mirnem in zelenem naselju v urejenem bloku, okoli bl..."
6047326,ŠMARTNO POD ŠMARNO GORO,89000.00,55.00,1950,M,MESTO NEPREMIÈNIN d.o.o.,"55 m2, 2-sobno, zgrajeno l. 1950, adaptirano l. 2015, M/3 nad., prodamo. Cena: 89.000,00 EUR"
5910432,LJ. CENTER,89000.00,36.00,1964,VP,HIP KA d.o.o.,"36 m2, 1-sobno, zgrajeno l. 1964, adaptirano l. 2015, VP/5 nad., prodamo. Cena: 89.000,00 EUR"
6050425,"LJ. CENTER, PRULE",89000.00,32.70,1960,4,"STAN nepremiènine d.o.o., Ljubljana","32,7 m2, 1-sobno, zgrajeno l. 1960, 4. nad., Simpatièno stanovanje vas èaka na enkratni in zelo iskani lokaciji v bližin..."
6052177,"LJ. ŠIŠKA, - SPODNJA",89000.00,25.90,1968,9,MESTO NEPREMIÈNIN d.o.o.,"25,9 m2, garsonjera, zgrajena l. 1968, adaptirana l. 2004, 9/12 nad., izjemno prikupna, opremljena, z dvigalom, na odliè..."
6053809,"LJ. CENTER, NASPROTI RTV",89000.00,24.00,1956,5,Arcimboldo d.o.o.,"24 m2, garsonjera, zgrajena l. 1956, 5/7 nad., garsonjero na super lokaciji, prodamo. Cena: 89.000,00 EUR"
6056862,LJ. MOSTE,89000.00,30.20,1961,4,MESTO NEPREMIÈNIN d.o.o.,"30,2 m2, 1-sobno, zgrajeno l. 1961, adaptirano l. 2011, 4/11 nad., zelo svetlo, prenovljeno, parkirno mesto za zapornico..."
6057017,"LJ. BEŽIGRAD, ÈRTOMIROVA ULICA",89000.00,38.00,1969,3,Zasebna ponudba,"38 m2, 1-sobno, zgrajeno l. 1969, 3/4 nad., LJ. bežigrad, èrtomirova ulica, 38 m2, 1 sobno stanovanje, prodamo. Cena: 89..."
6057008,"LJ. VIÈ, POKLUKARJEVA",89000.00,42.80,1974,4,ABC nepremiènine d.o.o.,"42,8 m2, 1-sobno, zgrajeno l. 1974, 4/4 nad., zahodna lega, toplovod, v bližini vsa pomembna infrastruktura, vpisano v Z..."
6048442,"LJ. ŠIŠKA, NA JAMI",89000.00,68.00,1950,M,"Agenti Celje, AŽ&MB Nerad d.o.o.","68 m2, 2-sobno, zgrajeno l. 1950, adaptirano l. 2015, M/2 nad., prodamo. Cena: 89.000,00 EUR"
6053666,"LJ. ŠIŠKA, ULICA BRATOV BABNIK",88900.00,31.00,1984,1,Zasebna ponudba,"31 m2, garsonjera, zgrajena l. 1984, adaptirana l. 2016, 1/4 nad., svetla in prostorna, izredna lokacija ter razgled na ..."
5967393,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",88130.00,41.79,2017,2,LIN nepremiènine d.o.o.,"41,79 m2, 1-sobno, zgrajeno l. 2017, 2/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
6056964,"ZG. ŠIŠKA, NA JAMI",88000.00,46.00,1938,PK,Blok 5 d.o.o.,"46 m2, 1-sobno, zgrajeno l. 1938, adaptirano l. 2015, PK/2 nad., adaptirani tlaki: podložni beton, hidro izolacija, izol..."
5967396,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",87770.00,40.82,2017,3,LIN nepremiènine d.o.o.,"40,82 m2, 1-sobno, zgrajeno l. 2017, 3/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
6051163,"LJ. VIÈ, RUDNIK",87000.00,41.90,2007,P,"STAN nepremiènine d.o.o., Ljubljana","41,9 m2, 1-sobno, adaptirano l. 2007, pritlièje, Stanovanje se nahaja v pritlièju veèstanovanjske hiše in je spremenjeno..."
6061340,"LJ. VIÈ, IŽANSKA CESTA",87000.00,55.80,2007,1,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota","55,8 m2, 2-sobno, zgrajeno l. 2007, 1. nad., prodamo. Cena: cca 87.000,00 EUR"
6034519,VODMAT,87000.00,35.00,1963,1,Zasebna ponudba,"35 m2, 1-sobno, zgrajeno l. 1963, adaptirano l. 2015, 1/4 nad., v centru LJ, Vodmat, prodam 1. sobno stanovanje 35 m2, l..."
5898257,ROŽNA DOLINA,86000.00,43.60,1940,PK,"Branik prvi d.o.o., nepremiènine bios","43,6 m2, 1-sobno, zgrajeno l. 1940, adaptirano l. 2006, 100 m2 zemljišèa, PK/3 nad., prodamo. Cena: cca 86.000,00 EUR"
6060679,SOSTRO,86000.00,55.00,2008,P,Zasebna ponudba,"55 m2, 2-sobno, adaptirano l. 2008, pritlièje, nadstrešnik ob hiši 25 m2, neizdelana mansarda primerna za gradnjo, etažn..."
5924595,"LJ. MOSTE, ZALOG",85600.00,40.00,2008,P,"Branik prvi d.o.o., nepremiènine bios","40 m2, 1-sobno, zgrajeno l. 2008, pritlièje, prodamo. Cena: cca 85.600,00 EUR"
5915263,ZALOG,85000.00,33.60,1988,3,EvroN d.o.o.,"33,6 m2, 1-sobno, zgrajeno l. 1988, 3/4 nad., prodamo. Cena: cca 85.000,00 EUR"
6038663,LJ. CENTER,85000.00,30.37,2008,M,Re-Domus nepremièninska družba d.o.o.,"30,37 m2, garsonjera, adaptirana l. 2008, M/4 nad., kompletno obnovljena leta 2008, etažna lastnina v fazi urejanja, kom..."
5990733,DOBRUNJE,85000.00,52.30,1928,P,DVOREC POSREDNIŠKA HIŠA d.o.o.,"52,3 m2, 2-sobno, zgrajeno l. 1928, adaptirano l. 2012, P/1 nad., Svetlo in prenovljeno stanovanje z lepo razporeditvijo..."
6054091,"LJ. ŠIŠKA, CELOVŠKI DVORI",85000.00,46.00,2010,1,Zasebna ponudba,"46 m2, 1-sobno, zgrajeno l. 2010, 1/8 nad., Novo stanovanje. zraven pripada še shramba in garažno mesto, prodamo. Cena: ..."
6059832,DRAVLJE,84500.00,32.50,1983,9,"MP PROJEKT, d.o.o., PE Ljubljana","32,5 m2, garsonjera, zgrajena l. 1983, 9/11 nad., odlièna lokacija, obnovljeno, opremljeno, prodamo. Cena: 84.500,00 EUR..."
6058626,"DRAVLJE, CELOVŠKA",84500.00,32.00,1984,10,Zasebna ponudba,"32 m2, 1-sobno, zgrajeno l. 1984, adaptirano l. 2016, 10/11 nad., Dvigalo, odprt pogled, svetlo, renovirano 2015, loèena..."
6060424,DRAVLJE,84500.00,32.00,1984,10,Mreža nepremiènin d.o.o.,"32 m2, 1-sobno, zgrajeno l. 1984, adaptirano l. 2016, 10/11 nad., prodamo. Cena: 84.500,00 EUR"
6058608,"ZG. ŠIŠKA, LJ. BRILEJEVA",84000.00,29.38,1984,9,Zasebna ponudba,"29,38 m2, garsonjera, zgrajena l. 1984, adaptirana l. 2016, 9/10 nad., Prostorna in svetla, prenovljena garsonjera z loè..."
6061108,"VODMAT, BLIZU KLINIÈNEGA CENTRA",84000.00,25.00,1961,4,Zasebna ponudba,"25 m2, garsonjera, zgrajena l. 1961, adaptirana l. 2010, 4/9 nad., Nadstandard, popolnoma prenovljeno, dvigalo, klet, vs..."
6035292,"LJ. MOSTE, POLJE - SNEBERJE",83000.00,41.30,1965,1,"Livo d.o.o., PE nepremièninsko posredovanje","41,3 m2, 1,5-sobno, zgrajeno l. 1965, 1. nad., prijetno stanovanje z zastekljeno ložo v dozidanem delu veèstanovanjske h..."
6022819,"RUDNIK, DOLENJSKA CESTA",82000.00,40.00,1931,1,Agencija Jakkra-n d.o.o.,"40 m2, 1-sobno, zgrajeno l. 1931, adaptirano l. 2012, 1. nad., Spodnja Šiška, v veèstanovanjski stavbi, 2012 popolnoma p..."
6058513,TRNOVO,82000.00,40.00,1919,2,LJUBLJANA NEPREMIÈNINE d.o.o.,"40 m2, 1,5-sobno, zgrajeno l. 1919, adaptirano l. 2007, 2. nad., : lepo obnovljeno enoinpolsobno stanovanje, dobro izkor..."
6054304,"LJ. ŠIŠKA, VODNIKOVA CESTA 259",82000.00,25.00,2007,P,Zasebna ponudba,"25 m2, garsonjera, zgrajena l. 2007, 6 m2 zemljišèa, P/1 nad., Atrij 6 m2 vila blok z J lego, lastna CK na plin, izredno..."
6042487,"LJ. CENTER, STRELIŠKA ULICA 1 A",82000.00,31.00,1982,3,Zasebna ponudba,"31 m2, garsonjera, v stavbi zgrajeni l. 1982, 3/10 nad., skupne izmere 31 m2 (24 m2 stanovanjske površine); delno adapti..."
6057110,LJ. VIÈ,81000.00,27.00,1965,4,Zasebna ponudba,"27 m2, garsonjera, zgrajena l. 1965, adaptirana l. 2014, 4/5 nad., 27 m2, garsonjera, zgrajena l. 1965, adaptirana l. 20..."
6054932,POLJE,81000.00,30.00,2015,1,Zasebna ponudba,"30 m2, garsonjera, adaptirana l. 2015, adaptirana l. 2015, 1/4 nad., Prodam stanovanje ki se nahaja v lepem in urejen bl..."
6038854,"LJ. MOSTE, V BLIŽINI KLINIÈNEGA CENTRA",79500.00,74.95,1960,PK,Makra as Marko Krajner s.p.,"74,95 m2, 3-sobno, zgrajeno l. 1960, adaptirano l. 2008, 16 m2 zemljišèa, PK/1 nad., STANOVANJE (2 sobno= 52,40 m2) s po..."
6054771,LJ. ŠIŠKA,79500.00,36.60,2009,5,"Stoja trade, d.o.o., Ljubljana","36,6 m2, garsonjera, zgrajena l. 2009, 5. nad., Šifra stanovanja: 1A6N-023 Na odlièni lokaciji v Šiški prodamo garsonjer..."
6025792,"LJ. MOSTE, ŠTEP. NASELJE, JAKÈEVA ULICA",79000.00,28.80,1978,7,"Visa d.o.o., Ljubljana","28,8 m2, garsonjera, zgrajena l. 1978, 7. nad., loèena kuhinja, vroèevod, urejena, Zemljiška knjiga, vselitev po dogovor..."
5991810,"LJ. ŠIŠKA, KOSEZE - TERASASTI BLOKI",79000.00,33.10,1974,3,Akcent d.o.o. Ljubljana,"33,1 m2, garsonjera, zgrajena l. 1974, 3/4 nad., simpatièna, svetla, Z/lega, s panoramskim oknom in veliko teraso, lepo ..."
5941263,"LJ. ŠIŠKA, KOSEZE, TERASASTI BLOKI",79000.00,33.10,1974,3,Akcent d.o.o. Ljubljana,"33,1 m2, garsonjera, zgrajena l. 1974, 3/4 nad., simpatièna, svetla garsonjera s Z/lego, panoramskim oknom in veliko ter..."
6059962,"LJ. BEŽIGRAD, NASPROTI FAKULTET",79000.00,26.00,1966,4,ALEA nepremièninska družba d.o.o.,"26 m2, garsonjera, zgrajena l. 1966, 4/13 nad., garsonjera se nahaja na odlièni lokaciji ob Dunajski cesti v neposredni ..."
6057417,"BRINJE, BEŽIGRAD",79000.00,25.00,1966,4,Zasebna ponudba,"25 m2, garsonjera, v stavbi zgrajeni l. 1966, 4/14 nad., Šarhova ulica 30, opremljeno, prostorno, dostopno, bližina cent..."
6016440,POLJE,78000.00,39.30,1998,P,Zasebna ponudba,"39,3 m2, 1-sobno, adaptirano l. 1998, pritlièje, 39,30 m2, 1-sobno, adaptirano 2012, opremljeno, balkon in terasa, nepos..."
6060661,"POLJE, CESTA XII/2",78000.00,29.50,1973,4,Zasebna ponudba,"29,5 m2, garsonjera, zgrajena l. 1973, adaptirana l. 2009, 4/4 nad., Opremljeno, prostorno, lahko dostopno, blizu avtoce..."
6035237,"LJ. ŠIŠKA, CELOVŠKA CESTA",77000.00,28.00,1974,7,Agencija Jakkra-n d.o.o.,"28 m2, garsonjera, zgrajena l. 1974, 7/12 nad., loèena kuhinja, nova okna, prenovljena kopalnica, v bližini vsa infrastr..."
6041038,"LJ. MOSTE, ŠTEPANJSKO NASELJE",77000.00,27.00,1978,13,PAK INVEST d.o.o.,"27 m2, garsonjera, zgrajena l. 1978, 13/14 nad., Prodamo garsonjero, svetlo in lepo opremljeno, kateri pripada tudi klet..."
6048318,"LJ. MOSTE, ŠTEPANJSKO NASELJE",77000.00,27.00,1978,13,PAK INVEST d.o.o.,"27 m2, garsonjera, zgrajena l. 1978, 13/14 nad., Prodamo garsonjero, svetlo in lepo opremljeno, kateri pripada tudi klet..."
6060319,"LJ. ŠIŠKA, CELOVŠKA CESTA",75000.00,26.90,1968,2,Rojal invest d.o.o.,"26,9 m2, garsonjera, zgrajena l. 1968, 2. nad., prodamo. Cena: 75.000,00 EUR"
6060020,"BRINJE, BEŽIGRAD",75000.00,26.00,1969,3,Zasebna ponudba,"26 m2, garsonjera, zgrajena l. 1969, adaptirana l. 2013, 3/4 nad., centralno ogrevanje, vsi prikljuèki, miren okoliš, bl..."
6041722,NOVE FUŽINE,74000.00,30.24,1981,3,Zasebna ponudba,"30,24 m2, garsonjera, zgrajena l. 1981, 3/4 nad., prodamo. Cena: cca 74.000,00 EUR"
6056984,"LJ. MOSTE, POLJE",73000.00,29.00,1974,4,MESTO NEPREMIÈNIN d.o.o.,"29 m2, garsonjera, zgrajena l. 1974, adaptirana l. 2008, 4/4 nad., obnovljeno, obrnjeno na Z stran, prodamo. Cena: 73.00..."
6053916,"ŠTEPANJSKO NASELJE, BLIŽINA VRTCA OTONA ZUPANÈIÈA",73000.00,26.60,1914,1,"Stoja trade, d.o.o., Ljubljana","26,6 m2, 1-sobno, zgrajeno l. 1914, adaptirano l. 2005, 1. nad., Prodamo lepo vzdrževano in opremljeno stanovanje v urej..."
6059181,POLJE,73000.00,30.00,1974,4,Mreža nepremiènin d.o.o.,"30 m2, garsonjera, zgrajena l. 1974, adaptirana l. 2008, 4/4 nad., adaptirana l. 2008, opremjena, zahodna lega, prodamo...."
